,taxid,family,genus_species,amr_fullname,gram_status,pathogenicity,I6_occupancy
12013,948077,Xanthomonadaceae,Arenimonas metalli,Arenimonas metalli,Gram-negative,Non-pathogenic,52
12014,55209,Erwiniaceae,Pantoea cypripedii,Pantoea cypripedii,Gram-negative,Potentially pathogenic,52
12015,223900,Halomonadaceae,Chromohalobacter japonicus,Chromohalobacter japonicus,Gram-negative,Non-pathogenic,56
12016,2497875,Enterobacteriaceae,Enterobacter chuandaensis,Enterobacter chuandaensis,Gram-negative,Potentially pathogenic,52
12017,397456,Chromobacteriaceae,Spe_in_Gulbenkiania,(unknown name),Gram-negative,Unknown,52
12018,1689985,Erythrobacteraceae,Allopontixanthobacter sediminis,Pontixanthobacter sediminis,Gram-negative,Non-pathogenic,51
12019,299767,Enterobacteriaceae,Enterobacter ludwigii,Enterobacter ludwigii,Gram-negative,Pathogenic,52
12020,70584,Fam_of_Aquabacterium,Aquabacterium parvum,Aquabacterium parvum,Gram-negative,Non-pathogenic,52
12021,2589817,Oceanospirillaceae,Maribrevibacterium harenarium,Maribrevibacterium harenarium,Gram-negative,Non-pathogenic,52
12022,682798,Chitinibacteraceae,Chitinolyticbacter meiyuanensis,Chitinolyticbacter meiyuanensis,Gram-negative,Non-pathogenic,52
12023,2716225,Comamonadaceae,Hydrogenophaga crocea,(unknown name),Gram-negative,Unknown,52
12024,1777143,Burkholderiaceae,Caballeronia glebae,Caballeronia glebae,Gram-negative,Non-pathogenic,52
12025,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,52
12026,93378,Hafniaceae,Edwardsiella hoshinae,Edwardsiella hoshinae,Gram-negative,Pathogenic,51
12027,2774408,Oceanospirillaceae,Marinomonas colpomeniae,Marinomonas colpomeniae,Gram-negative,Non-pathogenic,52
12028,1777144,Burkholderiaceae,Caballeronia ptereochthonis,Caballeronia ptereochthonis,Gram-negative,Non-pathogenic,52
12029,2824118,Sphaerotilaceae,Ideonella alba,Ideonella alba,Gram-negative,Non-pathogenic,52
12030,1645665,Xanthomonadaceae,Lysobacter silvestris,Lysobacter silvestris,Gram-negative,Non-pathogenic,52
12031,2572684,Xanthomonadaceae,Luteimonas gilva,Luteimonas gilva,Gram-negative,Non-pathogenic,51
12032,2767482,Burkholderiaceae,Trinickia acidisoli,Propionibacterium acidifaciens,Gram-positive,Pathogenic,52
12033,82992,Enterobacteriaceae,Buttiauxella noackiae,Buttiauxella noackiae,Gram-negative,Potentially pathogenic,52
12034,1399968,Burkholderiaceae,Paraburkholderia monticola,Paraburkholderia monticola,Gram-negative,Potentially pathogenic,52
12035,106589,Burkholderiaceae,Spe_in_Cupriavidus,(unknown name),Gram-negative,Unknown,52
12036,2899785,Enterobacteriaceae,Huaxiibacter chinensis,Huaxiibacter chinensis,Gram-negative,Non-pathogenic,51
12037,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12038,339,Xanthomonadaceae,Xanthomonas campestris,Xanthomonas campestris,Gram-negative,Potentially pathogenic,52
12039,942866,Burkholderiaceae,Cupriavidus alkaliphilus,Cupriavidus alkaliphilus,Gram-negative,Potentially pathogenic,52
12040,119541,Paracoccaceae,Spe_in_Rhodobaca,(unknown name),Gram-negative,Unknown,51
12041,948106,Burkholderiaceae,Paraburkholderia dilworthii,Paraburkholderia dilworthii,Gram-negative,Potentially pathogenic,52
12042,1334193,Enterobacteriaceae,Enterobacter lignolyticus,Enterobacter bugandensis,Gram-negative,Pathogenic,52
12043,2675747,Burkholderiaceae,Paraburkholderia elongata,Paraburkholderia elongata,Gram-negative,Potentially pathogenic,52
12044,2778876,Methylophilaceae,Methyloradius palustris,Methyloradius palustris,Gram-negative,Non-pathogenic,52
12045,2182793,Ignatzschineriaceae,Ignatzschineria cameli,Ignatzschineria cameli,Gram-negative,Potentially pathogenic,52
12046,931,Thiobacillaceae,Thiobacillus thioparus,Thiobacillus thioparus,Gram-negative,Non-pathogenic,52
12047,1040979,Burkholderiaceae,Cupriavidus neocaledonicus,Cupriavidus neocaledonicus,Gram-negative,Potentially pathogenic,52
12048,1777136,Burkholderiaceae,Caballeronia catudaia,Caballeronia catudaia,Gram-negative,Non-pathogenic,52
12049,457502,Comamonadaceae,Polaromonas jejuensis,Polaromonas jejuensis,Gram-negative,Non-pathogenic,52
12050,371042,Erwiniaceae,Erwinia typographi,Erwinia typographi,Gram-negative,Potentially pathogenic,51
12051,2080658,Fam_Oceanospirillales incertae sedis,Pelagibaculum spongiae,Pelagibaculum spongiae,Gram-negative,Non-pathogenic,52
12052,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12053,69218,Enterobacteriaceae,Enterobacter cancerogenus,Enterobacter cancerogenus,Gram-negative,Pathogenic,52
12054,2213058,Oceanospirillaceae,Marinomonas piezotolerans,Marinomonas piezotolerans,Gram-negative,Non-pathogenic,52
12055,415747,Thiohalomonadaceae,Thiohalomonas denitrificans,Thiohalomonas denitrificans,Gram-negative,Non-pathogenic,52
12056,1940240,Ignatzschineriaceae,Wohlfahrtiimonas populi,Wohlfahrtiimonas populi,Gram-negative,Potentially pathogenic,52
12057,582702,Rhodanobacteraceae,Rhodanobacter glycinis,Rhodanobacter glycinis,Gram-negative,Potentially pathogenic,52
12058,980561,Methylococcaceae,Methylomonas lenta,Methylomonas lenta,Gram-negative,Non-pathogenic,48
12059,231048,Chromatiaceae,Allochromatium palmeri,Allochromatium palmeri,Gram-negative,Non-pathogenic,52
12060,83654,Enterobacteriaceae,Spe_in_Leclercia,(unknown name),Gram-negative,Unknown,52
12061,2728848,Burkholderiaceae,Paraburkholderia polaris,Paraburkholderia polaris,Gram-negative,Potentially pathogenic,52
12062,1572645,Oceanospirillaceae,Neptunomonas phycophila,Neptunomonas phycophila,Gram-negative,Non-pathogenic,55
12063,1485952,Enterobacteriaceae,Phytobacter massiliensis,Phytobacter massiliensis,Gram-negative,Non-pathogenic,52
12064,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12065,69222,Erwiniaceae,Erwinia mallotivora,Erwinia mallotivora,Gram-negative,Potentially pathogenic,51
12066,381308,Thiohalophilaceae,Thiohalophilus thiocyanatoxydans,Thiohalophilus thiocyanatoxydans,Gram-negative,Non-pathogenic,52
12067,252970,Burkholderiaceae,Paraburkholderia phenoliruptrix,Paraburkholderia phenoliruptrix,Gram-negative,Potentially pathogenic,52
12068,1914409,Roseobacteraceae,Salibaculum griseiflavum,Salibaculum griseiflavum,Gram-negative,Non-pathogenic,51
12069,1853276,Neisseriaceae,Neisseria weixii,Neisseria weixii,Gram-negative,Potentially pathogenic,51
12070,2529381,Enterobacteriaceae,Enterobacter wuhouensis,Enterobacter wuhouensis,Gram-negative,Potentially pathogenic,52
12071,32040,Comamonadaceae,Paracidovorax konjaci,Acidovorax konjaci,Gram-negative,Potentially pathogenic,52
12072,1843082,Comamonadaceae,Macromonas nakdongensis,Micrococcus yunnanensis,Gram-positive,Pathogenic,52
12073,Nil >1777133,Burkholderiaceae,Caballeronia concitans,Caballeronia concitans,Gram-negative,Non-pathogenic,52
12074,1867846,Legionellaceae,Legionella clemsonensis,Legionella tucsonensis,Gram-negative,Pathogenic,54
12075,311231,Burkholderiaceae,Paraburkholderia ginsengisoli,Paraburkholderia ginsengisoli,Gram-negative,Potentially pathogenic,52
12076,1330545,Enterobacteriaceae,Spe_in_Lelliottia,(unknown name),Gram-negative,Unknown,52
12077,3051154,Enterobacteriaceae,Cedecea sulfonylureivorans,(unknown name),Gram-negative,Unknown,52
12078,453842,Paracoccaceae,Paracoccus aestuarii,Paracoccus aestuarii,Gram-negative,Potentially pathogenic,51
12079,192843,Comamonadaceae,Rhodoferax ferrireducens,Albidiferax ferrireducens,Gram-negative,Non-pathogenic,52
12080,1330547,Enterobacteriaceae,Spe_in_Kosakonia,(unknown name),Gram-negative,Unknown,52
12081,1743174,Burkholderiaceae,Polynucleobacter tropicus,Polynucleobacter tropicus,Gram-negative,Non-pathogenic,52
12082,91347,Fam_in_Enterobacterales,Spe_in_Enterobacterales,(unknown name),Gram-negative,Unknown,52
12083,1812935,Enterobacteriaceae,Enterobacter roggenkampii,Enterobacter roggenkampii,Gram-negative,Potentially pathogenic,52
12084,570012,Enterobacteriaceae,Shimwellia pseudoproteus,Shimwellia pseudoproteus,Gram-negative,Non-pathogenic,52
12085,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12086,543,Enterobacteriaceae,Spe_in_Enterobacteriaceae,(unknown name),Gram-negative,Unknown,52
12087,12916,Comamonadaceae,Spe_in_Acidovorax,(unknown name),Gram-negative,Unknown,52
12088,649841,Sulfuricellaceae,Sulfuricella denitrificans,Sulfuricella denitrificans,Gram-negative,Non-pathogenic,52
12089,616992,Nevskiaceae,Polycyclovorans algicola,Polycyclovorans algicola,Gram-negative,Non-pathogenic,52
12090,1792290,Oceanospirillaceae,Marinomonas spartinae,Marinomonas spartinae,Gram-negative,Non-pathogenic,52
12091,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12092,61647,Enterobacteriaceae,Pluralibacter gergoviae,Pluralibacter gergoviae,Gram-negative,Pathogenic,51
12093,12916,Comamonadaceae,Spe_in_Acidovorax,(unknown name),Gram-negative,Unknown,52
12094,1245436,Burkholderiaceae,Paraburkholderia kirstenboschensis,Paraburkholderia kirstenboschensis,Gram-negative,Potentially pathogenic,52
12095,2292265,Burkholderiaceae,Trinickia diaoshuihuensis,Trinickia diaoshuihuensis,Gram-negative,Non-pathogenic,52
12096,2306995,Erythrobacteraceae,Pelagerythrobacter aerophilus,Pelagerythrobacter aerophilus,Gram-negative,Non-pathogenic,51
12097,2478464,Enterobacteriaceae,Enterobacter oligotrophicus,Enterobacter oligotrophicus,Gram-negative,Potentially pathogenic,52
12098,544,Enterobacteriaceae,Spe_in_Citrobacter,Streptomyces cinereoruber,Gram-positive,Pathogenic,52
12099,1245441,Burkholderiaceae,Paraburkholderia steynii,Paraburkholderia steynii,Gram-negative,Potentially pathogenic,52
12100,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12101,1927960,Rhodanobacteraceae,Dyella psychrodurans,Dyella psychrodurans,Gram-negative,Potentially pathogenic,52
12102,1513468,Yersiniaceae,Rouxiella chamberiensis,Rouxiella chamberiensis,Gram-negative,Non-pathogenic,52
12103,75105,Burkholderiaceae,Paraburkholderia caribensis,Paraburkholderia caribensis,Gram-negative,Potentially pathogenic,52
12104,1755099,Enterobacteriaceae,Pseudenterobacter timonensis,(unknown name),Gram-negative,Unknown,51
12105,2529380,Enterobacteriaceae,Kosakonia quasisacchari,Kosakonia quasisacchari,Gram-negative,Potentially pathogenic,52
12106,1158459,Enterobacteriaceae,Kosakonia sacchari,Kosakonia sacchari,Gram-negative,Potentially pathogenic,52
12107,2025720,Xanthomonadaceae,Lysobacter spongiae,Lysobacter spongiae,Gram-negative,Non-pathogenic,52
12108,160660,Ectothiorhodospiraceae,Acidihalobacter prosperus,Acidihalobacter prosperus,Gram-negative,Non-pathogenic,52
12109,491950,Oceanospirillaceae,Marinomonas foliarum,Marinomonas foliarum,Gram-negative,Non-pathogenic,52
12110,2419777,Burkholderiaceae,Trinickia fusca,Trinickia fusca,Gram-negative,Non-pathogenic,52
12111,357240,Enterobacteriaceae,Franconibacter helveticus,Franconibacter helveticus,Gram-negative,Non-pathogenic,52
12112,316277,Syntrophaceae,Syntrophus aciditrophicus,Syntrophus aciditrophicus,Gram-negative,Non-pathogenic,52
12113,2793075,Burkholderiaceae,Paraburkholderia domus,Paraburkholderia domus,Gram-negative,Potentially pathogenic,52
12114,45056,Legionellaceae,Legionella adelaidensis,Legionella adelaidensis,Gram-negative,Potentially pathogenic,54
12115,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12116,2587528,Enterobacteriaceae,Klebsiella spallanzanii,Klebsiella spallanzanii,Gram-negative,Potentially pathogenic,52
12117,1706839,Paracoccaceae,Paracoccus gahaiensis,Paracoccus gahaiensis,Gram-negative,Potentially pathogenic,51
12118,491948,Oceanospirillaceae,Marinomonas rhizomae,Marinomonas rhizomae,Gram-negative,Non-pathogenic,52
12119,2793077,Burkholderiaceae,Paraburkholderia haematera,Paraburkholderia haematera,Gram-negative,Potentially pathogenic,52
12120,208224,Enterobacteriaceae,Enterobacter kobei,Enterobacter kobei,Gram-negative,Potentially pathogenic,52
12121,83654,Enterobacteriaceae,Spe_in_Leclercia,(unknown name),Gram-negative,Unknown,52
12122,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12123,2267262,Fam_of_Tepidimonas,Tepidimonas charontis,Tepidimonas charontis,Gram-negative,Potentially pathogenic,52
12124,415,Methylococcaceae,Methylobacter luteus,Methylobacter luteus,Gram-negative,Non-pathogenic,52
12125,553088,Chitinibacteraceae,Chitiniphilus shinanonensis,Chitiniphilus shinanonensis,Gram-negative,Non-pathogenic,52
12126,36873,Burkholderiaceae,Paraburkholderia xenovorans,Paraburkholderia xenovorans,Gram-negative,Potentially pathogenic,52
12127,416,Methylococcaceae,Spe_in_Methylomonas,(unknown name),Gram-negative,Unknown,49
12128,758793,Burkholderiaceae,Caballeronia insecticola,Caballeronia insecticola,Gram-negative,Non-pathogenic,52
12129,134536,Burkholderiaceae,Paraburkholderia caledonica,Paraburkholderia caledonica,Gram-negative,Potentially pathogenic,52
12130,449,Legionellaceae,Legionella hackeliae,Legionella hackeliae,Gram-negative,Pathogenic,54
12131,1822464,Burkholderiaceae,Spe_in_Paraburkholderia,(unknown name),Gram-negative,Unknown,52
12132,169430,Burkholderiaceae,Paraburkholderia hospita,Paraburkholderia hospita,Gram-negative,Potentially pathogenic,52
12133,1049,Chromatiaceae,Allochromatium vinosum,Allochromatium vinosum,Gram-negative,Non-pathogenic,52
12134,1058,Chromatiaceae,Thiocapsa roseopersicina,Thiocapsa roseopersicina,Gram-negative,Non-pathogenic,52
12135,Nil >86177,Halomonadaceae,Vreelandella utahensis,Veillonella montpellierensis,Gram-negative,Pathogenic,55
12136,174951,Comamonadaceae,Spe_in_Ramlibacter,(unknown name),Gram-negative,Unknown,52
12137,2498847,Burkholderiaceae,Zeimonas arvi,Zeimonas arvi,Gram-negative,Non-pathogenic,52
12138,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12139,744406,Sphaerotilaceae,Sphaerotilus hippei,Sphaerotilus hippei,Gram-negative,Non-pathogenic,52
12140,1958944,Paracoccaceae,Puniceibacterium confluentis,Puniceibacterium confluentis,Gram-negative,Non-pathogenic,51
12141,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12142,2152889,Burkholderiaceae,Paraburkholderia hayleyella,Paraburkholderia hayleyella,Gram-negative,Potentially pathogenic,52
12143,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12144,405,Methylophilaceae,Methylobacillus flagellatus,Methylobacillus flagellatus,Gram-negative,Non-pathogenic,52
12145,1761016,Burkholderiaceae,Paraburkholderia caffeinilytica,Paraburkholderia caffeinilytica,Gram-negative,Potentially pathogenic,52
12146,948107,Burkholderiaceae,Paraburkholderia sprentiae,Paraburkholderia sprentiae,Gram-negative,Potentially pathogenic,52
12147,2816356,Burkholderiaceae,Trinickia mobilis,Klebsiella aerogenes,Gram-negative,Pathogenic,52
12148,2010972,Caulobacteraceae,Caulobacter rhizosphaerae,Caulobacter rhizosphaerae,Gram-negative,Non-pathogenic,47
12149,1777135,Burkholderiaceae,Caballeronia arvi,Caballeronia arvi,Gram-negative,Non-pathogenic,52
12150,570,Enterobacteriaceae,Spe_in_Klebsiella,(unknown name),Gram-negative,Unknown,52
12151,1743163,Burkholderiaceae,Polynucleobacter campilacus,Polynucleobacter campilacus,Gram-negative,Non-pathogenic,52
12152,230667,Chitinibacteraceae,Chitinibacter tainanensis,Chitinibacter tainanensis,Gram-negative,Non-pathogenic,52
12153,1827195,Burkholderiaceae,Spe_in_Caballeronia,(unknown name),Gram-negative,Unknown,52
12154,2715678,Sulfuricellaceae,Sulfurimicrobium lacus,Sulfurimicrobium lacus,Gram-negative,Non-pathogenic,52
12155,169427,Burkholderiaceae,Paraburkholderia terricola,Paraburkholderia terricola,Gram-negative,Potentially pathogenic,52
12156,1822464,Burkholderiaceae,Spe_in_Paraburkholderia,(unknown name),Gram-negative,Unknown,52
12157,551989,Enterobacteriaceae,Kosakonia arachidis,Kosakonia arachidis,Gram-negative,Potentially pathogenic,52
12158,93219,Burkholderiaceae,Pandoraea norimbergensis,Pandoraea norimbergensis,Gram-negative,Potentially pathogenic,52
12159,1777140,Burkholderiaceae,Caballeronia hypogeia,Caballeronia hypogeia,Gram-negative,Non-pathogenic,52
12160,2745,Halomonadaceae,Spe_in_Halomonas,(unknown name),Gram-negative,Unknown,56
12161,1510458,Roseobacteraceae,Aliiruegeria sabulilitoris,Pseudoruegeria sabulilitoris,Gram-negative,Non-pathogenic,51
12162,754476,Piscirickettsiaceae,Methylophaga nitratireducenticrescens,Methylophaga nitratireducenticrescens,Gram-negative,Non-pathogenic,52
12163,659251,Burkholderiaceae,Cupriavidus pampae,Cupriavidus pampae,Gram-negative,Potentially pathogenic,52
12164,2552946,Enterobacteriaceae,Cedecea colo,Cedecea neteri,Gram-negative,Pathogenic,52
12165,380675,Burkholderiaceae,Trinickia soli,Trinickia soli,Gram-negative,Non-pathogenic,52
12166,1324617,Burkholderiaceae,Paraburkholderia aspalathi,Paraburkholderia aspalathi,Gram-negative,Potentially pathogenic,52
12167,1822464,Burkholderiaceae,Spe_in_Paraburkholderia,(unknown name),Gram-negative,Unknown,52
12168,106589,Burkholderiaceae,Spe_in_Cupriavidus,(unknown name),Gram-negative,Unknown,52
12169,1814290,Chromatiaceae,Nitrosococcus wardiae,Nitrosococcus wardiae,Gram-negative,Non-pathogenic,52
12170,2508288,Burkholderiaceae,Pandoraea iniqua,Pandoraea iniqua,Gram-negative,Potentially pathogenic,52
12171,942865,Burkholderiaceae,Cupriavidus plantarum,Cupriavidus plantarum,Gram-negative,Potentially pathogenic,52
12172,178399,Oceanospirillaceae,Marinomonas primoryensis,Marinomonas primoryensis,Gram-negative,Non-pathogenic,52
12173,1646340,Enterobacteriaceae,Kosakonia pseudosacchari,Kosakonia pseudosacchari,Gram-negative,Potentially pathogenic,52
12174,1777138,Burkholderiaceae,Caballeronia fortuita,Caballeronia fortuita,Gram-negative,Non-pathogenic,52
12175,1777141,Burkholderiaceae,Caballeronia pedi,Caballeronia pedi,Gram-negative,Non-pathogenic,52
12176,458836,Burkholderiaceae,Paraburkholderia sediminicola,Paraburkholderia sediminicola,Gram-negative,Potentially pathogenic,52
12177,885040,Enterobacteriaceae,Enterobacter soli,Enterobacter soli,Gram-negative,Potentially pathogenic,52
12178,286,Pseudomonadaceae,Spe_in_Pseudomonas,(unknown name),Gram-negative,Unknown,55
12179,1544861,Burkholderiaceae,Caballeronia novacaledonica,Caballeronia novacaledonica,Gram-negative,Non-pathogenic,52
12180,455,Legionellaceae,Legionella jamestowniensis,Legionella jamestowniensis,Gram-negative,Potentially pathogenic,54
12181,219649,Burkholderiaceae,Paraburkholderia unamae,Paraburkholderia unamae,Gram-negative,Potentially pathogenic,52
12182,133539,Chromatiaceae,Nitrosococcus halophilus,Nitrosococcus halophilus,Gram-negative,Non-pathogenic,52
12183,2579935,Enterobacteriaceae,Jejubacter calystegiae,Jejubacter calystegiae,Gram-negative,Non-pathogenic,51
12184,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12185,1925763,Marinobacteraceae,Marinobacter salexigens,Marinobacter salexigens,Gram-negative,Non-pathogenic,55
12186,28253,Oceanospirillaceae,Spe_in_Marinomonas,Streptococcus infantarius infantarius,Gram-positive,Pathogenic,52
12187,1971611,Methylophilaceae,Methylobacillus caricis,Methylobacillus caricis,Gram-negative,Non-pathogenic,52
12188,2528202,Thiobacillaceae,Parasulfuritortus cantonensis,Parasulfuritortus cantonensis,Gram-negative,Non-pathogenic,52
12189,2604047,Burkholderiaceae,Paraburkholderia dioscoreae,Paraburkholderia dioscoreae,Gram-negative,Potentially pathogenic,52
12190,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12191,1743166,Burkholderiaceae,Polynucleobacter hirudinilacicola,Polynucleobacter hirudinilacicola,Gram-negative,Non-pathogenic,52
12192,2571747,Burkholderiaceae,Paraburkholderia acidiphila,Paraburkholderia acidiphila,Gram-negative,Potentially pathogenic,52
12193,2004485,Comamonadaceae,Acidovorax kalamii,Acidovorax kalamii,Gram-negative,Potentially pathogenic,52
12194,2100822,Halomonadaceae,Kushneria phyllosphaerae,Kushneria phyllosphaerae,Gram-negative,Non-pathogenic,56
12195,2026199,Burkholderiaceae,Paraburkholderia aromaticivorans,Paraburkholderia aromaticivorans,Gram-negative,Potentially pathogenic,52
12196,683355,Alcaligenaceae,Candidimonas humi,Candidimonas humi,Gram-negative,Non-pathogenic,52
12197,1462993,Burkholderiaceae,Paraburkholderia ginsengiterrae,Paraburkholderia ginsengiterrae,Gram-negative,Potentially pathogenic,52
12198,2865112,Xanthomonadaceae,Lysobacter terrestris,Lysobacter terrestris,Gram-negative,Non-pathogenic,52
12199,1353886,Burkholderiaceae,Caballeronia cordobensis,Caballeronia cordobensis,Gram-negative,Non-pathogenic,52
12200,2508299,Burkholderiaceae,Pandoraea pneumonica,Pandoraea pneumonica,Gram-negative,Potentially pathogenic,52
12201,116849,Pseudomonadaceae,Azomonas agilis,Azomonas agilis,Gram-negative,Non-pathogenic,55
12202,35799,Nitrosomonadaceae,Nitrosospira briensis,Nitrosospira briensis,Gram-negative,Non-pathogenic,52
12203,2815358,Enterobacteriaceae,Leclercia pneumoniae,Leclercia pneumoniae,Gram-negative,Potentially pathogenic,51
12204,453,Legionellaceae,Legionella feeleii,Legionella feeleii,Gram-negative,Pathogenic,54
12205,2805490,Steroidobacteraceae,Steroidobacter gossypii,Steroidobacter gossypii,Gram-negative,Non-pathogenic,52
12206,312026,Burkholderiaceae,Paraburkholderia mimosarum,Paraburkholderia mimosarum,Gram-negative,Potentially pathogenic,52
12207,416169,Rhodanobacteraceae,Rhodanobacter thiooxydans,Rhodanobacter thiooxydans,Gram-negative,Potentially pathogenic,52
12208,67780,Hafniaceae,Edwardsiella ictaluri,Edwardsiella ictaluri,Gram-negative,Potentially pathogenic,51
12209,2764187,Comamonadaceae,Ramlibacter cellulosilyticus,Pontibacter cellulosilyticus,Gram-negative,Potentially pathogenic,52
12210,219571,Rhodanobacteraceae,Rhodanobacter fulvus,Rhodanobacter fulvus,Gram-negative,Potentially pathogenic,52
12211,2735555,Comamonadaceae,Caenimonas soli,Caenimonas soli,Gram-negative,Non-pathogenic,52
12212,1537710,Burkholderiaceae,Pandoraea terrae,Pandoraea terrae,Gram-negative,Potentially pathogenic,52
12213,2823372,Oceanospirillaceae,Marinomonas vulgaris,Marinomonas vulgaris,Gram-negative,Non-pathogenic,52
12214,2045209,Alcaligenaceae,Pollutimonas nitritireducens,Neisseria elongata nitroreducens,Gram-negative,Pathogenic,52
12215,1796606,Burkholderiaceae,Cupriavidus nantongensis,Cupriavidus nantongensis,Gram-negative,Potentially pathogenic,52
12216,635,Hafniaceae,Spe_in_Edwardsiella,(unknown name),Gram-negative,Unknown,51
12217,86180,Comamonadaceae,Malikia spinosa,Malikia spinosa,Gram-negative,Non-pathogenic,52
12218,2547399,Burkholderiaceae,Paraburkholderia pallida,Paraburkholderia pallida,Gram-negative,Potentially pathogenic,52
12219,265719,Rhodanobacteraceae,Aquimonas voraii,Aquimonas voraii,Gram-negative,Potentially pathogenic,52
12220,1515439,Burkholderiaceae,Paraburkholderia susongensis,Paraburkholderia susongensis,Gram-negative,Potentially pathogenic,52
12221,2291023,Burkholderiaceae,Trinickia dinghuensis,Trinickia dinghuensis,Gram-negative,Non-pathogenic,52
12222,182337,Erwiniaceae,Erwinia billingiae,Erwinia billingiae,Gram-negative,Potentially pathogenic,52
12223,547,Enterobacteriaceae,Spe_in_Enterobacter,Salmonella enterica enterica,Gram-negative,Pathogenic,52
12224,2528715,Burkholderiaceae,Paraburkholderia silviterrae,Paraburkholderia silviterrae,Gram-negative,Potentially pathogenic,52
12225,2268576,Erythrobacteraceae,Pelagerythrobacter rhizovicinus,Pelagerythrobacter rhizovicinus,Gram-negative,Non-pathogenic,51
12226,1263550,Hafniaceae,Edwardsiella piscicida,Edwardsiella piscicida,Gram-negative,Potentially pathogenic,51
12227,497725,Enterobacteriaceae,Kosakonia oryzae,Kosakonia oryzae,Gram-negative,Potentially pathogenic,52
12228,2726122,Oceanospirillaceae,Marinomonas profundi,Marinomonas profundi,Gram-negative,Non-pathogenic,52
12229,2547393,Burkholderiaceae,Paraburkholderia flava,Paraburkholderia flava,Gram-negative,Potentially pathogenic,52
12230,2604832,Pseudomonadaceae,Pseudomonas lalkuanensis,Pseudomonas lalkuanensis,Gram-negative,Potentially pathogenic,55
12231,354276,Enterobacteriaceae,Spe_in_Enterobacter cloacae complex,Enterobacter cloacae complex,Gram-negative,Pathogenic,52
12232,2571161,Burkholderiaceae,Trinickia terrae,Mycobacterium terrae,Gram-positive,Pathogenic,52
12233,1330547,Enterobacteriaceae,Spe_in_Kosakonia,(unknown name),Gram-negative,Unknown,52
12234,2480588,Paracoccaceae,Histidinibacterium lentulum,Histidinibacterium lentulum,Gram-negative,Non-pathogenic,51
12235,447792,Enterobacteriaceae,Spe_in_Phytobacter,(unknown name),Gram-negative,Unknown,52
12236,1920169,Rhodanobacteraceae,Dyella dinghuensis,Dyella dinghuensis,Gram-negative,Potentially pathogenic,52
12237,614212,Burkholderiaceae,Paraburkholderia oxyphila,Paraburkholderia oxyphila,Gram-negative,Potentially pathogenic,52
12238,1005667,Enterobacteriaceae,Kosakonia oryziphila,Kosakonia oryziphila,Gram-negative,Potentially pathogenic,52
12239,1544867,Burkholderiaceae,Paraburkholderia ultramafica,Paraburkholderia ultramafica,Gram-negative,Potentially pathogenic,52
12240,1508389,Paracoccaceae,Cognatiyoonia sediminum,Cognatiyoonia sediminum,Gram-negative,Non-pathogenic,51
12241,1825787,Pseudomonadaceae,Pseudomonas asuensis,Chryseomonas asuensis,Gram-negative,Potentially pathogenic,54
12242,1206336,Paracoccaceae,Puniceibacterium antarcticum,Puniceibacterium antarcticum,Gram-negative,Non-pathogenic,51
12243,413479,Nevskiaceae,Solimonas soli,Solimonas soli,Gram-negative,Non-pathogenic,52
12244,219572,Pseudomonadaceae,Pseudomonas antarctica,Pseudomonas antarctica,Gram-negative,Potentially pathogenic,55
12245,1777137,Burkholderiaceae,Caballeronia temeraria,Caballeronia temeraria,Gram-negative,Non-pathogenic,52
12246,70586,Fam_of_Aquabacterium,Aquabacterium commune,Aquabacterium commune,Gram-negative,Non-pathogenic,52
12247,2032626,Halomonadaceae,Halovibrio salipaludis,(unknown name),Gram-negative,Unknown,55
12248,435897,Xanthomonadaceae,Lysobacter capsici,Lysobacter capsici,Gram-negative,Non-pathogenic,52
12249,1569211,Marinobacteraceae,Marinobacter halotolerans,Marinobacter halotolerans,Gram-negative,Non-pathogenic,55
12250,862720,Comamonadaceae,Paracidovorax oryzae,Acidovorax oryzae,Gram-negative,Potentially pathogenic,52
12251,2824119,Sphaerotilaceae,Ideonella aquatica,Ideonella aquatica,Gram-negative,Non-pathogenic,52
